2025-05-14 06:23:09,817 - Spot Price: 24644.35, Supertrend: Red, Below EMA
2025-05-14 06:23:40,823 - Spot Price: 24651.85, Supertrend: Red, Below EMA
2025-05-14 06:24:11,804 - Spot Price: 24648.4, Supertrend: Red, Below EMA
2025-05-14 06:24:42,773 - Spot Price: 24649.95, Supertrend: Red, Below EMA
2025-05-14 06:25:13,782 - Spot Price: 24644.3, Supertrend: Red, Below EMA
2025-05-14 06:25:45,203 - Spot Price: 24645.45, Supertrend: Red, Below EMA
2025-05-14 06:26:16,222 - Spot Price: 24645.8, Supertrend: Red, Below EMA
2025-05-14 06:26:47,793 - Spot Price: 24653.0, Supertrend: Red, Below EMA
2025-05-14 06:27:19,292 - Spot Price: 24655.2, Supertrend: Red, Below EMA
2025-05-14 06:27:50,294 - Spot Price: 24655.7, Supertrend: Red, Below EMA
2025-05-14 06:28:21,774 - Spot Price: 24654.3, Supertrend: Red, Below EMA
2025-05-14 06:28:52,754 - Spot Price: 24657.55, Supertrend: Red, Below EMA
2025-05-14 06:29:23,710 - Spot Price: 24656.45, Supertrend: Red, Below EMA
2025-05-14 06:29:54,748 - Spot Price: 24661.1, Supertrend: Red, Below EMA
